perfil_id,Student_ID,Major_Category,Year_of_Study,Year_Encoded,Prompt_Engineering_Skill,Prompt_Skill_Encoded
100578,100578,Medical,Junior,3,Advanced,3
100579,100579,Humanities,Graduate,5,Advanced,3
100580,100580,STEM,Freshman,1,Advanced,3
100581,100581,Humanities,Freshman,1,Advanced,3
100582,100582,Medical,Senior,4,Beginner,1
100583,100583,Humanities,Sophomore,2,Advanced,3
100584,100584,Humanities,Freshman,1,Intermediate,2
100585,100585,Business,Freshman,1,Intermediate,2
100586,100586,STEM,Junior,3,Intermediate,2
100587,100587,STEM,Junior,3,Intermediate,2
100588,100588,STEM,Graduate,5,Advanced,3
100589,100589,STEM,Junior,3,Intermediate,2
100590,100590,STEM,Senior,4,Advanced,3
100591,100591,STEM,Freshman,1,Intermediate,2
100592,100592,Business,Senior,4,Beginner,1
100593,100593,STEM,Senior,4,Intermediate,2
100594,100594,Humanities,Freshman,1,Intermediate,2
100595,100595,Medical,Senior,4,Advanced,3
100596,100596,Humanities,Freshman,1,Beginner,1
100597,100597,Business,Junior,3,Advanced,3
100598,100598,STEM,Senior,4,Beginner,1
100599,100599,STEM,Senior,4,Advanced,3
100600,100600,STEM,Graduate,5,Advanced,3
100601,100601,STEM,Graduate,5,Intermediate,2
100602,100602,STEM,Senior,4,Beginner,1
100603,100603,STEM,Graduate,5,Beginner,1
100604,100604,STEM,Freshman,1,Beginner,1
100605,100605,STEM,Sophomore,2,Beginner,1
100606,100606,Humanities,Freshman,1,Intermediate,2
100607,100607,STEM,Sophomore,2,Intermediate,2
100608,100608,Humanities,Sophomore,2,Beginner,1
100609,100609,Business,Graduate,5,Intermediate,2
100610,100610,Business,Junior,3,Beginner,1
100611,100611,STEM,Senior,4,Advanced,3
100612,100612,Arts,Sophomore,2,Intermediate,2
100613,100613,Business,Junior,3,Intermediate,2
100614,100614,STEM,Senior,4,Intermediate,2
100615,100615,Medical,Sophomore,2,Advanced,3
100616,100616,Medical,Graduate,5,Intermediate,2
100617,100617,STEM,Freshman,1,Advanced,3
100618,100618,STEM,Graduate,5,Advanced,3
100619,100619,Arts,Freshman,1,Intermediate,2
100620,100620,Business,Junior,3,Beginner,1
100621,100621,STEM,Graduate,5,Intermediate,2
100622,100622,STEM,Junior,3,Advanced,3
100623,100623,Humanities,Junior,3,Intermediate,2
100624,100624,Humanities,Senior,4,Intermediate,2
100625,100625,Business,Sophomore,2,Beginner,1
100626,100626,Humanities,Freshman,1,Advanced,3
100627,100627,Humanities,Sophomore,2,Beginner,1
100628,100628,Business,Freshman,1,Intermediate,2
100629,100629,STEM,Graduate,5,Intermediate,2
100630,100630,STEM,Graduate,5,Beginner,1
100631,100631,Business,Sophomore,2,Intermediate,2
100632,100632,Medical,Senior,4,Advanced,3
100633,100633,Business,Freshman,1,Advanced,3
100634,100634,Business,Freshman,1,Advanced,3
100635,100635,STEM,Senior,4,Beginner,1
100636,100636,Humanities,Sophomore,2,Intermediate,2
100637,100637,Business,Freshman,1,Beginner,1
100638,100638,STEM,Senior,4,Advanced,3
100639,100639,STEM,Graduate,5,Beginner,1
100640,100640,Humanities,Junior,3,Beginner,1
100641,100641,STEM,Sophomore,2,Beginner,1
100642,100642,Humanities,Sophomore,2,Intermediate,2
100643,100643,STEM,Senior,4,Advanced,3
100644,100644,Humanities,Senior,4,Beginner,1
100645,100645,STEM,Graduate,5,Beginner,1
100646,100646,Medical,Graduate,5,Intermediate,2
100647,100647,Business,Graduate,5,Beginner,1
100648,100648,Business,Senior,4,Intermediate,2
100649,100649,Arts,Junior,3,Beginner,1
100650,100650,Humanities,Senior,4,Beginner,1
100651,100651,STEM,Senior,4,Beginner,1
100652,100652,Business,Freshman,1,Advanced,3
100653,100653,Business,Junior,3,Advanced,3
100654,100654,Business,Freshman,1,Intermediate,2
100655,100655,Humanities,Graduate,5,Intermediate,2
100656,100656,STEM,Sophomore,2,Advanced,3
100657,100657,STEM,Senior,4,Beginner,1
100658,100658,Humanities,Sophomore,2,Intermediate,2
100659,100659,Business,Senior,4,Beginner,1
100660,100660,Business,Sophomore,2,Advanced,3
100661,100661,Humanities,Senior,4,Beginner,1
100662,100662,Medical,Freshman,1,Advanced,3
100663,100663,Business,Junior,3,Intermediate,2
100664,100664,STEM,Freshman,1,Beginner,1
100665,100665,STEM,Junior,3,Intermediate,2
100666,100666,STEM,Senior,4,Intermediate,2
100667,100667,STEM,Senior,4,Advanced,3
100668,100668,STEM,Freshman,1,Beginner,1
100669,100669,STEM,Junior,3,Intermediate,2
100670,100670,STEM,Graduate,5,Intermediate,2
100671,100671,STEM,Senior,4,Intermediate,2
100672,100672,Medical,Freshman,1,Intermediate,2
100673,100673,STEM,Sophomore,2,Intermediate,2
100674,100674,Business,Junior,3,Advanced,3
100675,100675,Humanities,Freshman,1,Advanced,3
100676,100676,Medical,Senior,4,Beginner,1
100677,100677,STEM,Junior,3,Beginner,1
100678,100678,Humanities,Freshman,1,Beginner,1
100679,100679,Medical,Junior,3,Beginner,1
100680,100680,Arts,Senior,4,Intermediate,2
100681,100681,Arts,Sophomore,2,Advanced,3
100682,100682,STEM,Sophomore,2,Intermediate,2
100683,100683,STEM,Senior,4,Intermediate,2
100684,100684,Business,Freshman,1,Beginner,1
100685,100685,Medical,Senior,4,Beginner,1
100686,100686,Business,Graduate,5,Advanced,3
100687,100687,Business,Graduate,5,Beginner,1
100688,100688,STEM,Junior,3,Intermediate,2
100689,100689,Arts,Junior,3,Intermediate,2
100690,100690,STEM,Graduate,5,Advanced,3
100691,100691,Humanities,Sophomore,2,Beginner,1
100692,100692,Humanities,Freshman,1,Intermediate,2
100693,100693,Business,Sophomore,2,Intermediate,2
100694,100694,STEM,Graduate,5,Advanced,3
100695,100695,STEM,Junior,3,Intermediate,2
100696,100696,Business,Junior,3,Intermediate,2
100697,100697,STEM,Senior,4,Intermediate,2
100698,100698,Business,Junior,3,Beginner,1
100699,100699,STEM,Freshman,1,Intermediate,2
100700,100700,Humanities,Junior,3,Intermediate,2
100701,100701,Business,Senior,4,Advanced,3
100702,100702,STEM,Senior,4,Beginner,1
100703,100703,Humanities,Senior,4,Beginner,1
100704,100704,STEM,Junior,3,Beginner,1
100705,100705,STEM,Graduate,5,Intermediate,2
100706,100706,Medical,Junior,3,Beginner,1
100707,100707,Humanities,Junior,3,Intermediate,2
100708,100708,Arts,Senior,4,Intermediate,2
100709,100709,STEM,Senior,4,Intermediate,2
100710,100710,Business,Senior,4,Beginner,1
100711,100711,Arts,Freshman,1,Beginner,1
100712,100712,Business,Sophomore,2,Intermediate,2
100713,100713,Humanities,Freshman,1,Intermediate,2
100714,100714,Humanities,Sophomore,2,Intermediate,2
100715,100715,Humanities,Junior,3,Intermediate,2
100716,100716,Medical,Senior,4,Advanced,3
100717,100717,Arts,Junior,3,Beginner,1
100718,100718,Medical,Freshman,1,Beginner,1
100719,100719,STEM,Sophomore,2,Advanced,3
100720,100720,Business,Junior,3,Advanced,3
100721,100721,Medical,Senior,4,Intermediate,2
100722,100722,STEM,Graduate,5,Intermediate,2
100723,100723,STEM,Graduate,5,Beginner,1
100724,100724,Business,Graduate,5,Beginner,1
100725,100725,Business,Junior,3,Beginner,1
100726,100726,Arts,Senior,4,Beginner,1
100727,100727,STEM,Sophomore,2,Advanced,3
100728,100728,Arts,Freshman,1,Intermediate,2
100729,100729,STEM,Freshman,1,Intermediate,2
100730,100730,STEM,Sophomore,2,Advanced,3
100731,100731,STEM,Freshman,1,Advanced,3
100732,100732,Arts,Graduate,5,Advanced,3
100733,100733,Business,Junior,3,Advanced,3
100734,100734,Business,Senior,4,Intermediate,2
100735,100735,Humanities,Graduate,5,Intermediate,2
100736,100736,Medical,Graduate,5,Intermediate,2
100737,100737,Humanities,Graduate,5,Beginner,1
100738,100738,Arts,Senior,4,Intermediate,2
100739,100739,Humanities,Junior,3,Beginner,1
100740,100740,Humanities,Junior,3,Beginner,1
100741,100741,Humanities,Senior,4,Beginner,1
100742,100742,Humanities,Graduate,5,Intermediate,2
100743,100743,Business,Graduate,5,Beginner,1
100744,100744,Business,Senior,4,Beginner,1
100745,100745,STEM,Junior,3,Advanced,3
100746,100746,Medical,Graduate,5,Intermediate,2
100747,100747,Humanities,Graduate,5,Intermediate,2
100748,100748,Business,Junior,3,Intermediate,2
100749,100749,Medical,Senior,4,Beginner,1
100750,100750,Business,Senior,4,Intermediate,2
100751,100751,STEM,Junior,3,Intermediate,2
100752,100752,Medical,Senior,4,Beginner,1
100753,100753,Business,Freshman,1,Advanced,3
100754,100754,Humanities,Junior,3,Beginner,1
100755,100755,STEM,Junior,3,Beginner,1
100756,100756,Arts,Senior,4,Beginner,1
100757,100757,Business,Freshman,1,Beginner,1
100758,100758,Business,Freshman,1,Intermediate,2
100759,100759,Medical,Graduate,5,Advanced,3
100760,100760,Arts,Sophomore,2,Intermediate,2
100761,100761,STEM,Sophomore,2,Advanced,3
100762,100762,Humanities,Senior,4,Advanced,3
100763,100763,STEM,Sophomore,2,Intermediate,2
100764,100764,Business,Senior,4,Advanced,3
100765,100765,STEM,Sophomore,2,Intermediate,2
100766,100766,Business,Senior,4,Beginner,1
100767,100767,Arts,Junior,3,Intermediate,2
100768,100768,Medical,Graduate,5,Intermediate,2
100769,100769,Humanities,Sophomore,2,Advanced,3
100770,100770,Arts,Sophomore,2,Intermediate,2
100771,100771,STEM,Graduate,5,Beginner,1
100772,100772,Arts,Senior,4,Advanced,3
100773,100773,STEM,Senior,4,Advanced,3
100774,100774,Humanities,Sophomore,2,Advanced,3
100775,100775,Arts,Junior,3,Beginner,1
100776,100776,STEM,Sophomore,2,Intermediate,2
100777,100777,STEM,Sophomore,2,Beginner,1
100778,100778,Business,Junior,3,Beginner,1
100779,100779,Business,Graduate,5,Beginner,1
100780,100780,Business,Freshman,1,Beginner,1
100781,100781,Business,Sophomore,2,Intermediate,2
100782,100782,Business,Sophomore,2,Beginner,1
100783,100783,STEM,Senior,4,Advanced,3
100784,100784,Humanities,Junior,3,Intermediate,2
100785,100785,STEM,Sophomore,2,Intermediate,2
100786,100786,Medical,Senior,4,Advanced,3
100787,100787,Business,Sophomore,2,Beginner,1
100788,100788,Humanities,Sophomore,2,Beginner,1
100789,100789,Humanities,Freshman,1,Beginner,1
100790,100790,Medical,Freshman,1,Advanced,3
100791,100791,STEM,Freshman,1,Advanced,3
100792,100792,Business,Sophomore,2,Advanced,3
100793,100793,Business,Junior,3,Advanced,3
100794,100794,Business,Freshman,1,Intermediate,2
100795,100795,STEM,Freshman,1,Advanced,3
100796,100796,Medical,Freshman,1,Advanced,3
100797,100797,Medical,Sophomore,2,Beginner,1
100798,100798,Business,Freshman,1,Advanced,3
100799,100799,Business,Freshman,1,Advanced,3
100800,100800,Medical,Graduate,5,Beginner,1
100801,100801,Business,Junior,3,Intermediate,2
100802,100802,STEM,Senior,4,Intermediate,2
100803,100803,Business,Senior,4,Advanced,3
100804,100804,Business,Senior,4,Intermediate,2
100805,100805,Humanities,Senior,4,Beginner,1
100806,100806,Business,Junior,3,Beginner,1
100807,100807,Medical,Senior,4,Advanced,3
100808,100808,Medical,Graduate,5,Beginner,1
100809,100809,Humanities,Freshman,1,Advanced,3
100810,100810,STEM,Sophomore,2,Intermediate,2
100811,100811,Medical,Freshman,1,Intermediate,2
100812,100812,Arts,Senior,4,Intermediate,2
100813,100813,STEM,Junior,3,Advanced,3
100814,100814,Medical,Graduate,5,Intermediate,2
100815,100815,Arts,Sophomore,2,Advanced,3
100816,100816,Business,Junior,3,Advanced,3
100817,100817,Business,Junior,3,Intermediate,2
100818,100818,Humanities,Junior,3,Beginner,1
100819,100819,STEM,Senior,4,Intermediate,2
100820,100820,Humanities,Sophomore,2,Intermediate,2
100821,100821,Arts,Junior,3,Beginner,1
100822,100822,STEM,Freshman,1,Intermediate,2
100823,100823,Humanities,Junior,3,Advanced,3
100824,100824,Humanities,Junior,3,Advanced,3
100825,100825,Business,Graduate,5,Beginner,1
100826,100826,Medical,Graduate,5,Beginner,1
100827,100827,Humanities,Junior,3,Intermediate,2
100828,100828,Humanities,Freshman,1,Advanced,3
100829,100829,Business,Senior,4,Beginner,1
100830,100830,Humanities,Freshman,1,Beginner,1
100831,100831,STEM,Junior,3,Beginner,1
100832,100832,Humanities,Freshman,1,Beginner,1
100833,100833,STEM,Sophomore,2,Advanced,3
100834,100834,STEM,Junior,3,Advanced,3
100835,100835,Humanities,Sophomore,2,Intermediate,2
100836,100836,Humanities,Graduate,5,Intermediate,2
100837,100837,Medical,Senior,4,Intermediate,2
100838,100838,Humanities,Senior,4,Beginner,1
100839,100839,Business,Sophomore,2,Intermediate,2
100840,100840,Business,Freshman,1,Intermediate,2
100841,100841,STEM,Senior,4,Advanced,3
100842,100842,Business,Senior,4,Advanced,3
100843,100843,STEM,Junior,3,Beginner,1
100844,100844,Medical,Sophomore,2,Intermediate,2
100845,100845,STEM,Junior,3,Intermediate,2
100846,100846,Humanities,Senior,4,Advanced,3
100847,100847,STEM,Senior,4,Advanced,3
100848,100848,Medical,Senior,4,Beginner,1
100849,100849,Business,Graduate,5,Advanced,3
100850,100850,Business,Junior,3,Beginner,1
100851,100851,STEM,Freshman,1,Advanced,3
100852,100852,Business,Junior,3,Beginner,1
100853,100853,STEM,Junior,3,Intermediate,2
100854,100854,Medical,Freshman,1,Intermediate,2
100855,100855,STEM,Junior,3,Intermediate,2
100856,100856,STEM,Senior,4,Beginner,1
100857,100857,STEM,Senior,4,Advanced,3
100858,100858,Humanities,Graduate,5,Intermediate,2
100859,100859,Business,Senior,4,Intermediate,2
100860,100860,STEM,Freshman,1,Intermediate,2
100861,100861,Arts,Junior,3,Beginner,1
100862,100862,Humanities,Junior,3,Intermediate,2
100863,100863,Business,Sophomore,2,Beginner,1
100864,100864,Humanities,Freshman,1,Intermediate,2
100865,100865,Humanities,Freshman,1,Beginner,1
100866,100866,Business,Freshman,1,Beginner,1
100867,100867,STEM,Senior,4,Advanced,3
100868,100868,STEM,Freshman,1,Beginner,1
100869,100869,Arts,Sophomore,2,Advanced,3
100870,100870,Medical,Freshman,1,Intermediate,2
100871,100871,Humanities,Senior,4,Intermediate,2
100872,100872,STEM,Freshman,1,Advanced,3
100873,100873,Business,Freshman,1,Intermediate,2
100874,100874,Humanities,Sophomore,2,Advanced,3
100875,100875,STEM,Sophomore,2,Advanced,3
100876,100876,STEM,Sophomore,2,Advanced,3
100877,100877,Business,Senior,4,Advanced,3
100878,100878,Business,Freshman,1,Advanced,3
100879,100879,STEM,Freshman,1,Intermediate,2
100880,100880,STEM,Sophomore,2,Intermediate,2
100881,100881,STEM,Graduate,5,Intermediate,2
100882,100882,Business,Freshman,1,Intermediate,2
100883,100883,STEM,Graduate,5,Advanced,3
100884,100884,STEM,Senior,4,Beginner,1
100885,100885,Arts,Junior,3,Advanced,3
100886,100886,STEM,Senior,4,Beginner,1
100887,100887,Business,Junior,3,Beginner,1
100888,100888,STEM,Junior,3,Intermediate,2
100889,100889,STEM,Junior,3,Beginner,1
100890,100890,STEM,Senior,4,Intermediate,2
100891,100891,Business,Freshman,1,Intermediate,2
100892,100892,Arts,Junior,3,Advanced,3
100893,100893,Arts,Senior,4,Beginner,1
100894,100894,Humanities,Sophomore,2,Advanced,3
100895,100895,Business,Graduate,5,Advanced,3
100896,100896,STEM,Freshman,1,Beginner,1
100897,100897,STEM,Graduate,5,Beginner,1
100898,100898,Medical,Senior,4,Advanced,3
100899,100899,STEM,Senior,4,Beginner,1
100900,100900,STEM,Graduate,5,Intermediate,2
100901,100901,STEM,Senior,4,Intermediate,2
100902,100902,STEM,Sophomore,2,Intermediate,2
100903,100903,STEM,Senior,4,Advanced,3
100904,100904,Business,Freshman,1,Beginner,1
100905,100905,Humanities,Junior,3,Intermediate,2
100906,100906,Medical,Graduate,5,Advanced,3
100907,100907,Arts,Sophomore,2,Intermediate,2
100908,100908,Humanities,Freshman,1,Beginner,1
100909,100909,STEM,Junior,3,Intermediate,2
100910,100910,Humanities,Sophomore,2,Intermediate,2
100911,100911,Business,Sophomore,2,Beginner,1
100912,100912,STEM,Junior,3,Beginner,1
100913,100913,Business,Junior,3,Beginner,1
100914,100914,Humanities,Junior,3,Beginner,1
100915,100915,Business,Junior,3,Beginner,1
100916,100916,Humanities,Graduate,5,Intermediate,2
100917,100917,STEM,Graduate,5,Advanced,3
100918,100918,Medical,Senior,4,Beginner,1
100919,100919,Arts,Freshman,1,Advanced,3
100920,100920,STEM,Sophomore,2,Advanced,3
100921,100921,Arts,Graduate,5,Intermediate,2
100922,100922,Humanities,Junior,3,Intermediate,2
100923,100923,Medical,Graduate,5,Beginner,1
100924,100924,Arts,Junior,3,Intermediate,2
100925,100925,Humanities,Graduate,5,Beginner,1
100926,100926,STEM,Freshman,1,Beginner,1
100927,100927,STEM,Junior,3,Advanced,3
100928,100928,Business,Senior,4,Beginner,1
100929,100929,Business,Graduate,5,Advanced,3
100930,100930,STEM,Junior,3,Advanced,3
100931,100931,STEM,Freshman,1,Intermediate,2
100932,100932,Arts,Graduate,5,Advanced,3
100933,100933,Medical,Junior,3,Intermediate,2
100934,100934,Business,Freshman,1,Beginner,1
100935,100935,STEM,Junior,3,Beginner,1
100936,100936,STEM,Senior,4,Intermediate,2
100937,100937,STEM,Junior,3,Beginner,1
100938,100938,Medical,Graduate,5,Advanced,3
100939,100939,STEM,Junior,3,Advanced,3
100940,100940,Business,Junior,3,Beginner,1
100941,100941,STEM,Freshman,1,Intermediate,2
100942,100942,Business,Junior,3,Beginner,1
100943,100943,Business,Sophomore,2,Beginner,1
100944,100944,Arts,Sophomore,2,Beginner,1
100945,100945,STEM,Sophomore,2,Advanced,3
100946,100946,STEM,Freshman,1,Beginner,1
100947,100947,STEM,Freshman,1,Advanced,3
100948,100948,Medical,Junior,3,Advanced,3
100949,100949,Medical,Freshman,1,Beginner,1
100950,100950,Business,Freshman,1,Beginner,1
100951,100951,Business,Graduate,5,Beginner,1
100952,100952,Business,Junior,3,Intermediate,2
100953,100953,STEM,Sophomore,2,Beginner,1
100954,100954,Medical,Sophomore,2,Intermediate,2
100955,100955,Humanities,Junior,3,Intermediate,2
100956,100956,Humanities,Junior,3,Beginner,1
100957,100957,Business,Sophomore,2,Intermediate,2
100958,100958,STEM,Sophomore,2,Intermediate,2
100959,100959,STEM,Senior,4,Advanced,3
100960,100960,Business,Graduate,5,Beginner,1
100961,100961,STEM,Graduate,5,Advanced,3
100962,100962,Business,Freshman,1,Intermediate,2
100963,100963,STEM,Senior,4,Intermediate,2
100964,100964,Humanities,Freshman,1,Intermediate,2
100965,100965,STEM,Junior,3,Advanced,3
100966,100966,Humanities,Junior,3,Advanced,3
100967,100967,Business,Junior,3,Beginner,1
100968,100968,STEM,Junior,3,Intermediate,2
100969,100969,Business,Senior,4,Beginner,1
100970,100970,Humanities,Senior,4,Intermediate,2
100971,100971,Business,Freshman,1,Beginner,1
100972,100972,Medical,Senior,4,Beginner,1
100973,100973,Business,Senior,4,Beginner,1
100974,100974,STEM,Freshman,1,Advanced,3
100975,100975,STEM,Sophomore,2,Beginner,1
100976,100976,STEM,Senior,4,Advanced,3
100977,100977,Business,Junior,3,Beginner,1
100978,100978,STEM,Senior,4,Intermediate,2
100979,100979,Humanities,Junior,3,Intermediate,2
100980,100980,Business,Graduate,5,Beginner,1
100981,100981,Humanities,Graduate,5,Intermediate,2
100982,100982,Arts,Sophomore,2,Beginner,1
100983,100983,STEM,Sophomore,2,Advanced,3
100984,100984,STEM,Junior,3,Advanced,3
100985,100985,Business,Freshman,1,Beginner,1
100986,100986,Humanities,Sophomore,2,Beginner,1
100987,100987,Business,Senior,4,Intermediate,2
100988,100988,Humanities,Senior,4,Beginner,1
100989,100989,STEM,Graduate,5,Advanced,3
100990,100990,Arts,Freshman,1,Intermediate,2
100991,100991,Arts,Senior,4,Beginner,1
100992,100992,Business,Junior,3,Beginner,1
100993,100993,STEM,Freshman,1,Advanced,3
100994,100994,Business,Junior,3,Intermediate,2
100995,100995,Humanities,Senior,4,Beginner,1
100996,100996,STEM,Junior,3,Advanced,3
100997,100997,Medical,Graduate,5,Intermediate,2
100998,100998,STEM,Junior,3,Advanced,3
100999,100999,Medical,Junior,3,Advanced,3
101000,101000,Humanities,Sophomore,2,Beginner,1
101001,101001,STEM,Freshman,1,Beginner,1
101002,101002,Business,Junior,3,Intermediate,2
101003,101003,Medical,Junior,3,Intermediate,2
101004,101004,Business,Junior,3,Beginner,1
101005,101005,Arts,Junior,3,Beginner,1
101006,101006,Business,Senior,4,Intermediate,2
101007,101007,Business,Sophomore,2,Advanced,3
101008,101008,Arts,Junior,3,Intermediate,2
101009,101009,STEM,Senior,4,Advanced,3
101010,101010,Humanities,Freshman,1,Intermediate,2
101011,101011,STEM,Graduate,5,Beginner,1
101012,101012,Medical,Senior,4,Intermediate,2
101013,101013,Medical,Freshman,1,Beginner,1
101014,101014,STEM,Graduate,5,Intermediate,2
101015,101015,Business,Graduate,5,Intermediate,2
101016,101016,Medical,Senior,4,Intermediate,2
