uso_ia_id,Student_ID,Weekly_GenAI_Hours,Nivel_Uso_IA,Uso_IA_Encoded,Primary_Use_Case,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours
100400,100400,11.08,Medio,1,Copywriting/Drafting,2,0,7.89
100401,100401,5.6,Medio,1,Summarizing_Reading,3,0,13.31
100402,100402,14.38,Medio,1,Copywriting/Drafting,3,0,1.0
100403,100403,24.2,Alto,2,Copywriting/Drafting,3,1,7.1
100404,100404,12.02,Medio,1,Copywriting/Drafting,1,1,15.55
100405,100405,3.21,Bajo,0,Direct_Answer_Generation,3,0,8.62
100406,100406,6.65,Medio,1,Debugging/Troubleshooting,1,0,10.74
100407,100407,2.51,Bajo,0,Copywriting/Drafting,3,0,2.65
100408,100408,21.32,Alto,2,Debugging/Troubleshooting,4,0,14.03
100409,100409,0.75,Bajo,0,Summarizing_Reading,3,1,9.57
100410,100410,30.41,Alto,2,Debugging/Troubleshooting,3,1,16.22
100411,100411,1.93,Bajo,0,Copywriting/Drafting,2,0,13.29
100412,100412,3.43,Bajo,0,Direct_Answer_Generation,5,0,22.1
100413,100413,3.95,Bajo,0,Ideation,3,0,15.47
100414,100414,20.05,Alto,2,Ideation,3,1,15.33
100415,100415,35.87,Alto,2,Ideation,1,1,16.21
100416,100416,1.19,Bajo,0,Debugging/Troubleshooting,3,1,12.75
100417,100417,27.04,Alto,2,Summarizing_Reading,2,1,6.97
100418,100418,13.03,Medio,1,Copywriting/Drafting,3,1,19.22
100419,100419,10.3,Medio,1,Ideation,3,1,8.87
100420,100420,0.19,Bajo,0,Summarizing_Reading,5,1,8.55
100421,100421,5.42,Medio,1,Debugging/Troubleshooting,2,0,8.6
100422,100422,9.65,Medio,1,Copywriting/Drafting,4,1,14.15
100423,100423,9.4,Medio,1,Copywriting/Drafting,5,0,7.76
100424,100424,22.74,Alto,2,Summarizing_Reading,2,1,5.67
100425,100425,6.48,Medio,1,Copywriting/Drafting,2,0,9.4
100426,100426,0.87,Bajo,0,Debugging/Troubleshooting,2,1,15.9
100427,100427,1.51,Bajo,0,Summarizing_Reading,4,0,6.18
100428,100428,24.1,Alto,2,Debugging/Troubleshooting,2,1,13.11
100429,100429,0.5,Bajo,0,Copywriting/Drafting,2,0,5.06
100430,100430,10.91,Medio,1,Ideation,1,0,16.21
100431,100431,10.74,Medio,1,Ideation,4,1,11.84
100432,100432,4.96,Bajo,0,Copywriting/Drafting,3,0,18.38
100433,100433,40.0,Alto,2,Copywriting/Drafting,3,0,10.03
100434,100434,0.52,Bajo,0,Ideation,3,0,7.77
100435,100435,19.83,Alto,2,Summarizing_Reading,3,1,4.36
100436,100436,0.79,Bajo,0,Ideation,5,1,1.2
100437,100437,14.46,Medio,1,Debugging/Troubleshooting,3,0,11.37
100438,100438,2.29,Bajo,0,Ideation,2,1,7.82
100439,100439,21.41,Alto,2,Debugging/Troubleshooting,5,1,10.72
100440,100440,6.21,Medio,1,Copywriting/Drafting,4,0,18.78
100441,100441,32.96,Alto,2,Ideation,3,1,21.07
100442,100442,1.35,Bajo,0,Debugging/Troubleshooting,2,0,13.09
100443,100443,9.74,Medio,1,Copywriting/Drafting,3,0,20.2
100444,100444,2.22,Bajo,0,Copywriting/Drafting,2,1,4.7
100445,100445,6.84,Medio,1,Debugging/Troubleshooting,3,0,11.89
100446,100446,10.18,Medio,1,Copywriting/Drafting,3,0,7.65
100447,100447,12.12,Medio,1,Summarizing_Reading,3,0,19.39
100448,100448,6.12,Medio,1,Ideation,3,0,3.92
100449,100449,0.1,Bajo,0,Debugging/Troubleshooting,3,1,11.15
100450,100450,1.13,Bajo,0,Debugging/Troubleshooting,1,1,20.22
100451,100451,2.26,Bajo,0,Copywriting/Drafting,5,0,14.33
100452,100452,2.91,Bajo,0,Direct_Answer_Generation,3,1,1.36
100453,100453,7.81,Medio,1,Direct_Answer_Generation,4,1,11.67
100454,100454,0.67,Bajo,0,Summarizing_Reading,3,0,8.44
100455,100455,6.08,Medio,1,Ideation,4,0,15.85
100456,100456,2.54,Bajo,0,Ideation,4,0,10.17
100457,100457,17.5,Alto,2,Copywriting/Drafting,4,1,7.27
100458,100458,9.31,Medio,1,Debugging/Troubleshooting,3,0,3.4
100459,100459,19.65,Alto,2,Copywriting/Drafting,3,1,2.98
100460,100460,4.45,Bajo,0,Debugging/Troubleshooting,3,0,14.69
100461,100461,40.0,Alto,2,Copywriting/Drafting,3,1,6.17
100462,100462,9.64,Medio,1,Ideation,1,0,11.05
100463,100463,3.59,Bajo,0,Copywriting/Drafting,5,1,17.59
100464,100464,4.86,Bajo,0,Debugging/Troubleshooting,2,0,6.97
100465,100465,7.65,Medio,1,Direct_Answer_Generation,4,1,7.48
100466,100466,1.06,Bajo,0,Ideation,2,0,17.33
100467,100467,11.98,Medio,1,Debugging/Troubleshooting,1,0,17.23
100468,100468,1.46,Bajo,0,Copywriting/Drafting,2,0,3.03
100469,100469,18.38,Alto,2,Debugging/Troubleshooting,3,1,13.86
100470,100470,3.53,Bajo,0,Copywriting/Drafting,3,0,13.38
100471,100471,23.26,Alto,2,Ideation,1,1,17.67
100472,100472,6.87,Medio,1,Debugging/Troubleshooting,5,1,7.79
100473,100473,2.1,Bajo,0,Debugging/Troubleshooting,2,1,11.26
100474,100474,0.46,Bajo,0,Debugging/Troubleshooting,1,0,8.11
100475,100475,9.92,Medio,1,Debugging/Troubleshooting,2,0,11.33
100476,100476,3.85,Bajo,0,Direct_Answer_Generation,2,1,7.58
100477,100477,3.15,Bajo,0,Debugging/Troubleshooting,2,0,11.22
100478,100478,13.28,Medio,1,Ideation,3,0,4.85
100479,100479,9.24,Medio,1,Summarizing_Reading,1,0,1.0
100480,100480,1.9,Bajo,0,Copywriting/Drafting,3,0,6.86
100481,100481,4.1,Bajo,0,Summarizing_Reading,3,1,16.34
100482,100482,6.14,Medio,1,Summarizing_Reading,4,1,9.03
100483,100483,0.84,Bajo,0,Summarizing_Reading,1,0,5.6
100484,100484,3.76,Bajo,0,Debugging/Troubleshooting,3,0,19.86
100485,100485,4.7,Bajo,0,Debugging/Troubleshooting,3,0,17.31
100486,100486,24.31,Alto,2,Summarizing_Reading,3,1,1.0
100487,100487,9.2,Medio,1,Ideation,1,1,20.59
100488,100488,0.3,Bajo,0,Copywriting/Drafting,5,0,3.16
100489,100489,25.56,Alto,2,Summarizing_Reading,4,0,16.86
100490,100490,7.58,Medio,1,Copywriting/Drafting,2,1,12.44
100491,100491,1.1,Bajo,0,Summarizing_Reading,1,0,18.14
100492,100492,14.92,Medio,1,Debugging/Troubleshooting,2,0,1.28
100493,100493,31.2,Alto,2,Direct_Answer_Generation,3,1,4.52
100494,100494,10.68,Medio,1,Debugging/Troubleshooting,3,0,10.0
100495,100495,20.45,Alto,2,Ideation,3,1,24.91
100496,100496,5.02,Medio,1,Copywriting/Drafting,2,0,5.24
100497,100497,0.46,Bajo,0,Copywriting/Drafting,2,0,6.95
100498,100498,5.12,Medio,1,Debugging/Troubleshooting,3,0,8.46
100499,100499,10.8,Medio,1,Summarizing_Reading,4,1,7.64
100500,100500,11.74,Medio,1,Debugging/Troubleshooting,3,0,8.45
100501,100501,8.44,Medio,1,Summarizing_Reading,2,1,9.37
100502,100502,1.55,Bajo,0,Ideation,3,1,14.48
100503,100503,1.51,Bajo,0,Copywriting/Drafting,3,0,7.94
100504,100504,1.88,Bajo,0,Copywriting/Drafting,2,0,4.88
100505,100505,0.59,Bajo,0,Copywriting/Drafting,2,1,10.38
100506,100506,27.97,Alto,2,Debugging/Troubleshooting,3,1,10.89
100507,100507,3.36,Bajo,0,Summarizing_Reading,4,0,15.83
100508,100508,1.31,Bajo,0,Summarizing_Reading,3,1,8.56
100509,100509,10.81,Medio,1,Debugging/Troubleshooting,1,1,7.36
100510,100510,17.74,Alto,2,Summarizing_Reading,4,1,18.91
100511,100511,4.07,Bajo,0,Ideation,1,1,9.57
100512,100512,0.68,Bajo,0,Ideation,1,0,13.58
100513,100513,7.83,Medio,1,Debugging/Troubleshooting,3,0,10.61
100514,100514,1.81,Bajo,0,Copywriting/Drafting,2,0,5.36
100515,100515,6.87,Medio,1,Ideation,3,0,9.15
100516,100516,4.76,Bajo,0,Direct_Answer_Generation,3,0,12.74
100517,100517,0.92,Bajo,0,Copywriting/Drafting,4,1,19.84
100518,100518,1.32,Bajo,0,Copywriting/Drafting,5,0,7.84
100519,100519,26.89,Alto,2,Debugging/Troubleshooting,4,1,12.26
100520,100520,6.97,Medio,1,Summarizing_Reading,1,1,9.0
100521,100521,26.78,Alto,2,Copywriting/Drafting,2,0,15.39
100522,100522,2.78,Bajo,0,Ideation,1,0,13.63
100523,100523,6.77,Medio,1,Summarizing_Reading,3,0,11.18
100524,100524,13.68,Medio,1,Copywriting/Drafting,3,1,12.86
100525,100525,0.28,Bajo,0,Copywriting/Drafting,4,0,1.14
100526,100526,2.75,Bajo,0,Copywriting/Drafting,2,0,4.21
100527,100527,8.82,Medio,1,Direct_Answer_Generation,3,0,7.11
100528,100528,3.16,Bajo,0,Debugging/Troubleshooting,2,0,11.76
100529,100529,24.32,Alto,2,Debugging/Troubleshooting,1,1,10.44
100530,100530,4.47,Bajo,0,Ideation,4,0,13.99
100531,100531,7.95,Medio,1,Copywriting/Drafting,3,1,10.7
100532,100532,11.57,Medio,1,Summarizing_Reading,2,1,8.38
100533,100533,4.31,Bajo,0,Direct_Answer_Generation,2,0,10.32
100534,100534,21.41,Alto,2,Direct_Answer_Generation,4,0,1.0
100535,100535,2.2,Bajo,0,Summarizing_Reading,2,0,14.84
100536,100536,4.96,Bajo,0,Summarizing_Reading,3,0,12.87
100537,100537,1.63,Bajo,0,Direct_Answer_Generation,2,0,8.73
100538,100538,2.68,Bajo,0,Debugging/Troubleshooting,2,1,20.05
100539,100539,4.61,Bajo,0,Copywriting/Drafting,3,0,17.36
100540,100540,16.98,Alto,2,Direct_Answer_Generation,2,0,8.43
100541,100541,17.3,Alto,2,Summarizing_Reading,2,1,4.11
100542,100542,1.46,Bajo,0,Ideation,3,1,16.31
100543,100543,5.02,Medio,1,Debugging/Troubleshooting,3,0,14.34
100544,100544,25.99,Alto,2,Summarizing_Reading,3,1,13.87
100545,100545,1.05,Bajo,0,Copywriting/Drafting,2,0,14.75
100546,100546,11.26,Medio,1,Summarizing_Reading,5,0,10.46
100547,100547,4.78,Bajo,0,Ideation,4,0,10.22
100548,100548,2.31,Bajo,0,Ideation,2,1,11.3
100549,100549,3.22,Bajo,0,Ideation,5,1,22.73
100550,100550,7.81,Medio,1,Copywriting/Drafting,2,0,9.21
100551,100551,10.93,Medio,1,Ideation,2,0,7.01
100552,100552,1.86,Bajo,0,Copywriting/Drafting,2,1,16.46
100553,100553,7.39,Medio,1,Debugging/Troubleshooting,5,1,19.15
100554,100554,0.52,Bajo,0,Debugging/Troubleshooting,5,1,7.69
100555,100555,19.12,Alto,2,Summarizing_Reading,3,0,1.2
100556,100556,5.29,Medio,1,Copywriting/Drafting,3,1,11.25
100557,100557,40.0,Alto,2,Debugging/Troubleshooting,3,1,12.49
100558,100558,1.6,Bajo,0,Copywriting/Drafting,2,0,19.36
100559,100559,4.35,Bajo,0,Ideation,3,1,10.04
100560,100560,6.33,Medio,1,Summarizing_Reading,1,1,17.04
100561,100561,4.5,Bajo,0,Direct_Answer_Generation,4,1,14.93
100562,100562,11.31,Medio,1,Direct_Answer_Generation,1,1,17.12
100563,100563,6.68,Medio,1,Direct_Answer_Generation,2,0,9.26
100564,100564,9.96,Medio,1,Debugging/Troubleshooting,3,1,10.82
100565,100565,20.04,Alto,2,Summarizing_Reading,4,1,14.03
100566,100566,5.65,Medio,1,Ideation,2,0,9.57
100567,100567,13.22,Medio,1,Ideation,5,0,13.57
100568,100568,2.93,Bajo,0,Copywriting/Drafting,3,0,8.91
100569,100569,2.17,Bajo,0,Debugging/Troubleshooting,2,0,14.06
100570,100570,1.05,Bajo,0,Debugging/Troubleshooting,1,1,17.46
100571,100571,8.21,Medio,1,Direct_Answer_Generation,1,0,10.61
100572,100572,0.16,Bajo,0,Copywriting/Drafting,4,0,8.1
100573,100573,0.93,Bajo,0,Copywriting/Drafting,3,0,7.7
100574,100574,13.69,Medio,1,Ideation,3,0,13.47
100575,100575,11.52,Medio,1,Direct_Answer_Generation,4,0,22.34
100576,100576,0.08,Bajo,0,Debugging/Troubleshooting,3,0,9.88
100577,100577,33.38,Alto,2,Debugging/Troubleshooting,2,1,15.5
100578,100578,4.87,Bajo,0,Summarizing_Reading,5,1,14.92
100579,100579,2.44,Bajo,0,Copywriting/Drafting,5,0,2.1
100580,100580,9.82,Medio,1,Copywriting/Drafting,3,1,19.53
100581,100581,1.7,Bajo,0,Copywriting/Drafting,5,1,1.0
100582,100582,0.88,Bajo,0,Summarizing_Reading,3,1,17.17
100583,100583,14.35,Medio,1,Copywriting/Drafting,3,0,17.4
100584,100584,0.85,Bajo,0,Copywriting/Drafting,2,0,14.69
100585,100585,3.44,Bajo,0,Summarizing_Reading,2,1,11.75
100586,100586,13.52,Medio,1,Debugging/Troubleshooting,2,1,7.0
100587,100587,29.44,Alto,2,Direct_Answer_Generation,1,0,17.4
100588,100588,1.03,Bajo,0,Ideation,5,1,9.23
100589,100589,12.67,Medio,1,Debugging/Troubleshooting,2,0,12.66
100590,100590,11.69,Medio,1,Copywriting/Drafting,5,0,9.37
100591,100591,3.32,Bajo,0,Debugging/Troubleshooting,3,1,12.91
100592,100592,17.71,Alto,2,Ideation,3,1,7.26
100593,100593,5.92,Medio,1,Debugging/Troubleshooting,1,1,10.59
100594,100594,1.96,Bajo,0,Direct_Answer_Generation,4,0,8.22
100595,100595,5.58,Medio,1,Debugging/Troubleshooting,3,0,15.01
100596,100596,1.73,Bajo,0,Copywriting/Drafting,2,0,20.93
100597,100597,9.47,Medio,1,Ideation,3,0,5.85
100598,100598,2.41,Bajo,0,Summarizing_Reading,2,1,1.97
100599,100599,20.74,Alto,2,Direct_Answer_Generation,4,1,15.23
100600,100600,13.45,Medio,1,Debugging/Troubleshooting,3,1,9.51
100601,100601,40.0,Alto,2,Debugging/Troubleshooting,2,1,3.79
100602,100602,1.27,Bajo,0,Debugging/Troubleshooting,1,0,12.11
100603,100603,2.13,Bajo,0,Ideation,1,0,8.13
100604,100604,3.81,Bajo,0,Debugging/Troubleshooting,2,0,9.18
100605,100605,3.77,Bajo,0,Debugging/Troubleshooting,2,1,13.24
100606,100606,5.49,Medio,1,Debugging/Troubleshooting,1,1,8.38
100607,100607,28.42,Alto,2,Debugging/Troubleshooting,3,1,7.43
100608,100608,0.52,Bajo,0,Direct_Answer_Generation,2,0,17.97
100609,100609,32.17,Alto,2,Copywriting/Drafting,3,1,10.35
100610,100610,1.16,Bajo,0,Debugging/Troubleshooting,1,0,4.35
100611,100611,3.39,Bajo,0,Debugging/Troubleshooting,5,0,18.95
100612,100612,3.33,Bajo,0,Copywriting/Drafting,3,0,3.48
100613,100613,6.13,Medio,1,Ideation,3,0,16.96
100614,100614,28.52,Alto,2,Summarizing_Reading,3,1,8.86
100615,100615,6.01,Medio,1,Summarizing_Reading,5,1,20.22
100616,100616,38.0,Alto,2,Copywriting/Drafting,1,0,9.97
100617,100617,37.28,Alto,2,Debugging/Troubleshooting,3,0,7.62
100618,100618,15.05,Alto,2,Copywriting/Drafting,3,1,15.55
100619,100619,2.04,Bajo,0,Ideation,1,0,12.18
100620,100620,0.69,Bajo,0,Ideation,1,0,7.85
100621,100621,9.33,Medio,1,Summarizing_Reading,4,0,12.03
100622,100622,0.83,Bajo,0,Debugging/Troubleshooting,3,0,25.92
100623,100623,1.65,Bajo,0,Copywriting/Drafting,3,0,6.99
100624,100624,5.55,Medio,1,Direct_Answer_Generation,4,1,11.74
100625,100625,13.83,Medio,1,Summarizing_Reading,2,1,6.63
100626,100626,6.82,Medio,1,Copywriting/Drafting,4,0,3.8
100627,100627,23.14,Alto,2,Direct_Answer_Generation,1,1,6.04
100628,100628,8.1,Medio,1,Debugging/Troubleshooting,3,0,16.17
100629,100629,0.7,Bajo,0,Summarizing_Reading,5,0,21.5
100630,100630,1.08,Bajo,0,Debugging/Troubleshooting,2,1,10.1
100631,100631,7.6,Medio,1,Ideation,5,0,12.18
100632,100632,3.38,Bajo,0,Summarizing_Reading,5,0,15.5
100633,100633,5.57,Medio,1,Ideation,3,0,14.22
100634,100634,2.29,Bajo,0,Debugging/Troubleshooting,5,0,9.97
100635,100635,7.49,Medio,1,Summarizing_Reading,3,1,12.14
100636,100636,16.58,Alto,2,Copywriting/Drafting,3,0,15.08
100637,100637,12.22,Medio,1,Direct_Answer_Generation,3,0,9.87
100638,100638,0.25,Bajo,0,Copywriting/Drafting,3,0,14.65
100639,100639,6.26,Medio,1,Direct_Answer_Generation,3,1,16.32
100640,100640,4.04,Bajo,0,Copywriting/Drafting,2,0,12.81
100641,100641,12.91,Medio,1,Copywriting/Drafting,1,0,11.67
100642,100642,9.87,Medio,1,Ideation,4,1,14.74
100643,100643,0.8,Bajo,0,Summarizing_Reading,3,0,12.61
100644,100644,0.47,Bajo,0,Ideation,1,0,3.18
100645,100645,4.57,Bajo,0,Debugging/Troubleshooting,1,0,22.6
100646,100646,9.6,Medio,1,Ideation,4,0,13.49
100647,100647,1.91,Bajo,0,Ideation,1,0,15.03
100648,100648,8.57,Medio,1,Ideation,4,0,17.23
100649,100649,1.07,Bajo,0,Summarizing_Reading,1,0,15.47
100650,100650,2.23,Bajo,0,Ideation,3,0,20.32
100651,100651,39.0,Alto,2,Direct_Answer_Generation,1,0,13.44
100652,100652,0.22,Bajo,0,Ideation,5,0,17.17
100653,100653,6.38,Medio,1,Ideation,5,1,15.18
100654,100654,0.86,Bajo,0,Ideation,4,0,9.58
100655,100655,12.25,Medio,1,Debugging/Troubleshooting,1,0,12.62
100656,100656,4.55,Bajo,0,Ideation,4,0,13.54
100657,100657,40.0,Alto,2,Ideation,1,0,10.78
100658,100658,24.6,Alto,2,Copywriting/Drafting,4,1,13.68
100659,100659,18.03,Alto,2,Summarizing_Reading,1,0,12.76
100660,100660,4.71,Bajo,0,Copywriting/Drafting,5,0,15.16
100661,100661,0.73,Bajo,0,Ideation,3,0,12.85
100662,100662,8.33,Medio,1,Summarizing_Reading,3,0,13.39
100663,100663,3.54,Bajo,0,Ideation,2,0,13.25
100664,100664,1.09,Bajo,0,Debugging/Troubleshooting,1,0,13.59
100665,100665,2.72,Bajo,0,Debugging/Troubleshooting,4,0,12.41
100666,100666,0.73,Bajo,0,Debugging/Troubleshooting,3,1,2.22
100667,100667,12.81,Medio,1,Copywriting/Drafting,5,1,5.15
100668,100668,22.89,Alto,2,Debugging/Troubleshooting,2,1,1.0
100669,100669,2.46,Bajo,0,Ideation,5,1,12.05
100670,100670,14.75,Medio,1,Ideation,4,0,6.19
100671,100671,10.53,Medio,1,Debugging/Troubleshooting,4,0,16.83
100672,100672,15.64,Alto,2,Ideation,2,0,14.94
100673,100673,13.93,Medio,1,Debugging/Troubleshooting,3,0,2.52
100674,100674,0.94,Bajo,0,Debugging/Troubleshooting,4,0,11.63
100675,100675,17.34,Alto,2,Copywriting/Drafting,4,1,20.07
100676,100676,8.53,Medio,1,Summarizing_Reading,3,0,4.98
100677,100677,9.23,Medio,1,Direct_Answer_Generation,2,0,9.9
100678,100678,6.79,Medio,1,Summarizing_Reading,2,1,15.29
100679,100679,0.2,Bajo,0,Copywriting/Drafting,3,0,8.32
100680,100680,15.05,Alto,2,Copywriting/Drafting,3,1,16.72
100681,100681,18.63,Alto,2,Summarizing_Reading,4,1,12.12
100682,100682,9.57,Medio,1,Ideation,5,0,14.79
100683,100683,0.42,Bajo,0,Summarizing_Reading,1,0,21.69
100684,100684,2.73,Bajo,0,Summarizing_Reading,2,0,1.0
100685,100685,8.76,Medio,1,Debugging/Troubleshooting,2,0,19.4
100686,100686,8.4,Medio,1,Ideation,4,0,19.42
100687,100687,14.51,Medio,1,Debugging/Troubleshooting,1,1,5.56
100688,100688,5.02,Medio,1,Debugging/Troubleshooting,4,0,14.92
100689,100689,30.95,Alto,2,Summarizing_Reading,2,1,15.55
100690,100690,28.96,Alto,2,Debugging/Troubleshooting,3,0,5.5
100691,100691,2.81,Bajo,0,Debugging/Troubleshooting,3,1,4.64
100692,100692,5.67,Medio,1,Copywriting/Drafting,2,0,2.33
100693,100693,3.06,Bajo,0,Ideation,4,0,13.71
100694,100694,0.39,Bajo,0,Ideation,4,1,12.77
100695,100695,15.32,Alto,2,Debugging/Troubleshooting,3,0,9.43
100696,100696,3.41,Bajo,0,Direct_Answer_Generation,3,0,10.76
100697,100697,1.77,Bajo,0,Ideation,3,1,6.48
100698,100698,1.87,Bajo,0,Summarizing_Reading,1,1,12.87
100699,100699,9.46,Medio,1,Debugging/Troubleshooting,5,1,14.7
100700,100700,1.32,Bajo,0,Ideation,3,0,13.63
100701,100701,0.99,Bajo,0,Ideation,5,0,2.44
100702,100702,40.0,Alto,2,Debugging/Troubleshooting,2,1,11.05
100703,100703,0.52,Bajo,0,Copywriting/Drafting,3,0,8.11
100704,100704,0.34,Bajo,0,Debugging/Troubleshooting,2,0,14.25
100705,100705,12.68,Medio,1,Direct_Answer_Generation,2,1,1.0
100706,100706,37.39,Alto,2,Direct_Answer_Generation,3,0,17.19
100707,100707,6.75,Medio,1,Copywriting/Drafting,2,0,6.63
100708,100708,16.65,Alto,2,Debugging/Troubleshooting,3,1,13.38
100709,100709,4.68,Bajo,0,Direct_Answer_Generation,3,1,7.3
100710,100710,11.43,Medio,1,Direct_Answer_Generation,2,1,7.99
100711,100711,8.03,Medio,1,Direct_Answer_Generation,2,0,13.33
100712,100712,16.69,Alto,2,Direct_Answer_Generation,1,1,1.0
100713,100713,2.37,Bajo,0,Copywriting/Drafting,3,1,17.29
100714,100714,0.04,Bajo,0,Copywriting/Drafting,3,0,17.97
100715,100715,12.32,Medio,1,Copywriting/Drafting,4,0,7.06
100716,100716,3.77,Bajo,0,Ideation,5,1,6.4
100717,100717,1.14,Bajo,0,Copywriting/Drafting,3,1,19.0
100718,100718,2.31,Bajo,0,Direct_Answer_Generation,3,1,20.46
100719,100719,2.35,Bajo,0,Copywriting/Drafting,4,1,14.16
100720,100720,0.76,Bajo,0,Ideation,4,1,13.04
100721,100721,32.84,Alto,2,Summarizing_Reading,1,0,7.38
100722,100722,6.88,Medio,1,Summarizing_Reading,2,0,15.21
100723,100723,0.81,Bajo,0,Debugging/Troubleshooting,1,0,10.98
100724,100724,1.12,Bajo,0,Direct_Answer_Generation,2,1,15.77
100725,100725,34.0,Alto,2,Direct_Answer_Generation,3,1,3.68
100726,100726,5.43,Medio,1,Summarizing_Reading,2,0,10.66
100727,100727,10.83,Medio,1,Debugging/Troubleshooting,5,1,5.83
100728,100728,4.57,Bajo,0,Copywriting/Drafting,2,1,11.45
100729,100729,4.09,Bajo,0,Debugging/Troubleshooting,4,1,19.62
100730,100730,3.69,Bajo,0,Debugging/Troubleshooting,4,0,17.17
100731,100731,7.08,Medio,1,Debugging/Troubleshooting,3,0,9.94
100732,100732,2.95,Bajo,0,Copywriting/Drafting,4,0,17.09
100733,100733,0.25,Bajo,0,Direct_Answer_Generation,3,0,20.21
100734,100734,10.58,Medio,1,Ideation,4,0,16.89
100735,100735,2.7,Bajo,0,Copywriting/Drafting,1,0,13.95
100736,100736,3.4,Bajo,0,Summarizing_Reading,3,0,9.85
100737,100737,15.06,Alto,2,Copywriting/Drafting,2,0,11.41
100738,100738,0.54,Bajo,0,Copywriting/Drafting,1,0,10.4
100739,100739,17.72,Alto,2,Copywriting/Drafting,1,1,7.76
100740,100740,10.44,Medio,1,Summarizing_Reading,2,0,15.14
100741,100741,5.33,Medio,1,Copywriting/Drafting,3,1,7.77
100742,100742,6.5,Medio,1,Copywriting/Drafting,5,0,18.17
100743,100743,7.5,Medio,1,Ideation,1,0,5.89
100744,100744,8.91,Medio,1,Summarizing_Reading,3,0,11.09
100745,100745,6.04,Medio,1,Debugging/Troubleshooting,4,0,8.55
100746,100746,10.17,Medio,1,Ideation,3,1,21.02
100747,100747,7.27,Medio,1,Debugging/Troubleshooting,3,0,9.89
100748,100748,7.89,Medio,1,Direct_Answer_Generation,2,0,14.24
100749,100749,19.78,Alto,2,Copywriting/Drafting,2,1,9.78
100750,100750,4.79,Bajo,0,Ideation,3,1,6.89
100751,100751,40.0,Alto,2,Copywriting/Drafting,2,1,9.58
100752,100752,0.63,Bajo,0,Direct_Answer_Generation,2,1,16.63
100753,100753,33.53,Alto,2,Ideation,3,1,17.85
100754,100754,0.64,Bajo,0,Direct_Answer_Generation,2,1,12.4
100755,100755,2.39,Bajo,0,Debugging/Troubleshooting,3,0,9.61
100756,100756,1.81,Bajo,0,Copywriting/Drafting,3,0,12.23
100757,100757,12.19,Medio,1,Debugging/Troubleshooting,2,1,6.1
100758,100758,6.72,Medio,1,Ideation,3,0,4.3
100759,100759,0.72,Bajo,0,Direct_Answer_Generation,3,0,5.32
100760,100760,27.24,Alto,2,Copywriting/Drafting,1,1,17.01
100761,100761,40.0,Alto,2,Summarizing_Reading,4,0,5.93
100762,100762,1.4,Bajo,0,Direct_Answer_Generation,4,1,20.65
100763,100763,1.34,Bajo,0,Copywriting/Drafting,2,1,13.1
100764,100764,8.67,Medio,1,Ideation,4,0,21.48
100765,100765,4.94,Bajo,0,Summarizing_Reading,2,1,13.7
100766,100766,3.87,Bajo,0,Ideation,2,0,1.0
100767,100767,4.95,Bajo,0,Copywriting/Drafting,2,1,13.39
100768,100768,13.73,Medio,1,Summarizing_Reading,4,1,15.8
100769,100769,5.48,Medio,1,Direct_Answer_Generation,3,0,16.77
100770,100770,1.33,Bajo,0,Copywriting/Drafting,5,0,16.46
100771,100771,0.09,Bajo,0,Debugging/Troubleshooting,1,0,3.79
100772,100772,7.4,Medio,1,Direct_Answer_Generation,4,0,11.5
100773,100773,2.36,Bajo,0,Summarizing_Reading,3,1,6.59
100774,100774,12.27,Medio,1,Copywriting/Drafting,3,0,20.36
100775,100775,1.51,Bajo,0,Copywriting/Drafting,1,1,12.31
100776,100776,23.55,Alto,2,Copywriting/Drafting,1,1,7.3
100777,100777,17.94,Alto,2,Debugging/Troubleshooting,2,0,11.6
100778,100778,16.34,Alto,2,Direct_Answer_Generation,2,1,2.59
100779,100779,9.01,Medio,1,Summarizing_Reading,2,0,15.23
100780,100780,0.81,Bajo,0,Ideation,3,1,13.93
100781,100781,3.87,Bajo,0,Ideation,4,0,7.15
100782,100782,1.42,Bajo,0,Direct_Answer_Generation,1,1,8.03
100783,100783,3.75,Bajo,0,Debugging/Troubleshooting,3,0,4.25
100784,100784,3.15,Bajo,0,Ideation,2,0,11.44
100785,100785,1.11,Bajo,0,Debugging/Troubleshooting,5,1,2.07
100786,100786,13.24,Medio,1,Summarizing_Reading,5,0,8.86
100787,100787,3.92,Bajo,0,Summarizing_Reading,3,0,10.41
100788,100788,3.36,Bajo,0,Direct_Answer_Generation,2,0,20.0
100789,100789,5.87,Medio,1,Ideation,3,0,7.96
100790,100790,14.82,Medio,1,Summarizing_Reading,4,1,13.15
100791,100791,3.7,Bajo,0,Summarizing_Reading,4,0,12.87
100792,100792,6.96,Medio,1,Ideation,5,0,12.19
100793,100793,10.74,Medio,1,Ideation,5,0,9.6
100794,100794,10.93,Medio,1,Summarizing_Reading,2,1,5.51
100795,100795,22.63,Alto,2,Debugging/Troubleshooting,5,1,5.67
100796,100796,11.77,Medio,1,Direct_Answer_Generation,3,1,7.54
100797,100797,0.63,Bajo,0,Debugging/Troubleshooting,1,1,9.99
100798,100798,4.57,Bajo,0,Ideation,5,0,10.73
100799,100799,1.53,Bajo,0,Ideation,3,0,15.78
100800,100800,2.4,Bajo,0,Summarizing_Reading,2,1,16.61
